rep,envscenario,comp,mean_alpha
100,20,stable,1.71
101,1,equal,2.6
101,1,stable,4.4
101,2,equal,2.55
101,2,stable,5.77
101,3,equal,1.53
101,3,stable,6.04
101,4,equal,1.86
101,4,stable,6.48
101,5,equal,1.91
101,5,stable,6.5
101,6,equal,1.7
101,6,stable,4.15
101,7,equal,1.99
101,7,stable,5.65
101,8,equal,1
101,8,stable,3.74
101,9,equal,2.28
101,9,stable,5.84
101,10,equal,2.22
101,10,stable,6.43
101,11,equal,1.78
101,11,stable,3.73
101,12,equal,2.38
101,12,stable,5.22
101,13,equal,2.83
101,13,stable,6.11
101,14,equal,1.64
101,14,stable,5.58
101,15,equal,2.4
101,15,stable,6.82
101,16,equal,2.35
101,16,stable,6.32
101,17,equal,2.8
101,17,stable,5.53
101,18,equal,1.73
101,18,stable,6.36
101,19,equal,1.71
101,19,stable,6.12
101,20,equal,1
101,20,stable,5
102,1,equal,0.96
102,1,stable,1.58
102,2,equal,0.95
102,2,stable,1.58
102,3,equal,0.98
102,3,stable,2.48
102,4,equal,0.95
102,4,stable,2.65
102,5,equal,0.96
102,5,stable,2.01
102,6,equal,0.97
102,6,stable,2.48
102,7,equal,1
102,7,stable,1.8
102,8,equal,0.92
102,8,stable,1.85
102,9,equal,0.98
102,9,stable,2.27
102,10,equal,0.98
102,10,stable,3.01
102,11,equal,0.96
102,11,stable,1.91
102,12,equal,0.96
102,12,stable,2.37
102,13,equal,0.97
102,13,stable,3.03
102,14,equal,0.94
102,14,stable,1.76
102,15,equal,0.96
102,15,stable,1.97
102,16,equal,0.94
102,16,stable,2.29
102,17,equal,0.97
102,17,stable,2.21
102,18,equal,0.96
102,18,stable,2.56
102,19,equal,0.87
102,19,stable,1.88
102,20,equal,0.95
102,20,stable,1.75
103,1,equal,1.55
103,1,stable,5.39
103,2,equal,2.4
103,2,stable,4.33
103,3,equal,1.74
103,3,stable,5.75
103,4,equal,1.19
103,4,stable,4.44
103,5,equal,1
103,5,stable,5.94
103,6,equal,2.38
103,6,stable,4.83
103,7,equal,1.8
103,7,stable,5.68
103,8,equal,1.9
103,8,stable,3
103,9,equal,1.81
103,9,stable,5.67
103,10,equal,1.91
103,10,stable,5.07
103,11,equal,1
103,11,stable,4.78
103,12,equal,2.15
103,12,stable,5.19
103,13,equal,2.57
103,13,stable,4.41
103,14,equal,1.82
103,14,stable,4.97
103,15,equal,2.24
103,15,stable,5.13
103,16,equal,2.4
103,16,stable,5.9
103,17,equal,1
103,17,stable,4.84
103,18,equal,1.76
103,18,stable,4.31
103,19,equal,1.85
103,19,stable,3.85
103,20,equal,1
103,20,stable,5.91
104,1,equal,1
104,1,stable,6.97
104,2,equal,1
104,2,stable,6.96
104,3,equal,2
104,3,stable,6.98
104,4,equal,1
104,4,stable,6.97
104,5,equal,1
104,5,stable,5
104,6,equal,1
104,6,stable,6.9
104,7,equal,2
104,7,stable,7
104,8,equal,1
104,8,stable,6
104,9,equal,3
104,9,stable,5.99
104,10,equal,2
104,10,stable,5
104,11,equal,1
104,11,stable,4
104,12,equal,2
104,12,stable,5.99
104,13,equal,1.99
104,13,stable,4.99
104,14,equal,1
104,14,stable,8.67
104,15,equal,2
104,15,stable,8.82
104,16,equal,2.1
104,16,stable,7.99
104,17,equal,2
104,17,stable,8.99
104,18,equal,1
104,18,stable,5
104,19,equal,2.45
104,19,stable,6
104,20,equal,1
104,20,stable,6
105,1,equal,1.36
105,1,stable,2.55
105,2,equal,1.43
105,2,stable,2.56
105,3,equal,1.4
105,3,stable,2.08
105,4,equal,1.28
105,4,stable,2.47
105,5,equal,1.17
105,5,stable,1.99
105,6,equal,1.04
105,6,stable,2.57
105,7,equal,1.24
105,7,stable,2.29
105,8,equal,1.45
105,8,stable,1.94
105,9,equal,1.53
105,9,stable,2.5
105,10,equal,1.47
105,10,stable,2.95
105,11,equal,1.31
105,11,stable,1.96
105,12,equal,1.28
105,12,stable,2.93
105,13,equal,1.43
105,13,stable,1.6
105,14,equal,1.46
105,14,stable,2.74
105,15,equal,1.28
105,15,stable,2.42
105,16,equal,1.41
105,16,stable,2.3
105,17,equal,1.52
105,17,stable,1.33
105,18,equal,1.14
105,18,stable,1.95
105,19,equal,1.37
105,19,stable,2.03
105,20,equal,1.16
105,20,stable,2.18
106,1,equal,0.99
106,1,stable,1.8
106,2,equal,0.99
106,2,stable,1.75
106,3,equal,0.98
106,3,stable,1.86
106,4,equal,0.94
106,4,stable,1.72
106,5,equal,0.98
106,5,stable,1.58
106,6,equal,0.97
106,6,stable,1.78
106,7,equal,0.99
106,7,stable,1.66
106,8,equal,0.98
106,8,stable,1.7
106,9,equal,1
106,9,stable,1.85
106,10,equal,1.01
106,10,stable,1.72
106,11,equal,1
106,11,stable,1.65
106,12,equal,0.99
106,12,stable,1.75
106,13,equal,0.98
106,13,stable,1.66
106,14,equal,0.96
106,14,stable,1.69
106,15,equal,1
106,15,stable,1.57
106,16,equal,1
106,16,stable,1.55
106,17,equal,1
106,17,stable,1.84
106,18,equal,0.95
106,18,stable,1.56
106,19,equal,1
106,19,stable,1.87
106,20,equal,0.98
106,20,stable,1.74
107,1,equal,1.73
107,1,stable,6.82
107,2,equal,1
107,2,stable,8
107,3,equal,1.8
107,3,stable,6.96
107,4,equal,1
107,4,stable,6
107,5,equal,1
107,5,stable,5.95
107,6,equal,1
107,6,stable,8.89
107,7,equal,1
107,7,stable,5.56
107,8,equal,1
107,8,stable,5.99
107,9,equal,2.2
107,9,stable,9.71
107,10,equal,1
107,10,stable,3
107,11,equal,1
107,11,stable,4.95
107,12,equal,2
107,12,stable,9.98
107,13,equal,1.95
107,13,stable,7.94
107,14,equal,1
107,14,stable,6.64
107,15,equal,1.43
107,15,stable,5.81
107,16,equal,1.99
107,16,stable,5.94
107,17,equal,2.14
107,17,stable,7.99
107,18,equal,1
107,18,stable,5.6
107,19,equal,1
107,19,stable,5.99
107,20,equal,1
107,20,stable,6
108,1,equal,0
108,1,stable,0
108,2,equal,0
108,2,stable,0
108,3,equal,0
108,3,stable,0
108,4,equal,0
108,4,stable,0
108,5,equal,0
108,5,stable,0
108,6,equal,0
108,6,stable,0
108,7,equal,0
108,7,stable,0
108,8,equal,0
108,8,stable,0
108,9,equal,0
108,9,stable,0
108,10,equal,0
108,10,stable,0
108,11,equal,0
108,11,stable,0
108,12,equal,0
108,12,stable,0
108,13,equal,0
108,13,stable,0
108,14,equal,0
108,14,stable,0
108,15,equal,0
108,15,stable,0
108,16,equal,0
108,16,stable,0
108,17,equal,0
108,17,stable,0
108,18,equal,0
108,18,stable,0
108,19,equal,0
108,19,stable,0
108,20,equal,0
108,20,stable,0
109,1,equal,1.01
109,1,stable,2.64
109,2,equal,1.04
109,2,stable,2.48
109,3,equal,1.03
109,3,stable,3
109,4,equal,1.1
109,4,stable,2.15
109,5,equal,1.04
109,5,stable,2.72
109,6,equal,1.03
109,6,stable,2.91
109,7,equal,1.06
109,7,stable,2.31
109,8,equal,1.04
109,8,stable,2.71
109,9,equal,1.01
109,9,stable,2.44
109,10,equal,1.02
109,10,stable,2.82
109,11,equal,1.05
109,11,stable,2.86
109,12,equal,1.02
109,12,stable,3.05
109,13,equal,1.05
109,13,stable,2.8
109,14,equal,1.04
109,14,stable,2.83
109,15,equal,1.07
109,15,stable,2.92
109,16,equal,1.01
109,16,stable,2.79
109,17,equal,1.02
109,17,stable,2.93
109,18,equal,1.06
109,18,stable,2.46
109,19,equal,1.02
109,19,stable,2.44
109,20,equal,1.06
109,20,stable,2.32
110,1,equal,1.94
110,1,stable,4
110,2,equal,1
110,2,stable,6.21
110,3,equal,2
110,3,stable,5.57
110,4,equal,1
110,4,stable,8.82
110,5,equal,1
110,5,stable,4.98
110,6,equal,2.33
110,6,stable,6.2
110,7,equal,2
110,7,stable,5.92
110,8,equal,1
110,8,stable,6.28
110,9,equal,3.21
110,9,stable,5.75
110,10,equal,1
110,10,stable,4
110,11,equal,1
110,11,stable,5.12
110,12,equal,2.77
110,12,stable,4.84
110,13,equal,2.97
110,13,stable,9.2
110,14,equal,2
110,14,stable,6.74
110,15,equal,1.71
110,15,stable,7.62
110,16,equal,2
110,16,stable,3.88
110,17,equal,1.72
110,17,stable,7.39
110,18,equal,1.48
110,18,stable,4.86
110,19,equal,1
110,19,stable,5
110,20,equal,1
110,20,stable,8.5
111,1,equal,1.25
111,1,stable,2.74
111,2,equal,1.34
111,2,stable,2.41
111,3,equal,1.22
111,3,stable,2.54
111,4,equal,1.34
111,4,stable,3.17
111,5,equal,1.02
111,5,stable,3.16
111,6,equal,1.42
111,6,stable,2.92
111,7,equal,1.55
111,7,stable,3.29
111,8,equal,1.55
111,8,stable,2.97
111,9,equal,1.53
111,9,stable,3.25
111,10,equal,1.65
111,10,stable,3.07
111,11,equal,1.6
111,11,stable,2.88
111,12,equal,1.7
111,12,stable,3.65
111,13,equal,1.57
111,13,stable,3.4
111,14,equal,1.48
111,14,stable,3.66
111,15,equal,1.61
111,15,stable,3.23
111,16,equal,1.59
111,16,stable,3.31
111,17,equal,1.45
111,17,stable,2.96
111,18,equal,1.35
111,18,stable,2.76
111,19,equal,1.4
111,19,stable,3.53
111,20,equal,1.02
111,20,stable,3.33
112,1,equal,1.83
112,1,stable,6.15
112,2,equal,2.56
112,2,stable,5.71
112,3,equal,1
112,3,stable,7.43
112,4,equal,2.42
112,4,stable,6.72
112,5,equal,1.51
112,5,stable,7.35
112,6,equal,3.18
112,6,stable,5.69
112,7,equal,1.82
112,7,stable,5.35
112,8,equal,2.05
112,8,stable,6.98
112,9,equal,3.34
112,9,stable,7.23
112,10,equal,2.25
112,10,stable,3
112,11,equal,1.27
112,11,stable,3.45
112,12,equal,3.45
112,12,stable,4.55
112,13,equal,2.41
112,13,stable,6.38
112,14,equal,2.36
112,14,stable,6.86
112,15,equal,2.56
112,15,stable,5.51
112,16,equal,2.47
112,16,stable,5.56
112,17,equal,2.65
112,17,stable,8.09
112,18,equal,2.72
112,18,stable,6.45
112,19,equal,1
112,19,stable,4
112,20,equal,1.1
112,20,stable,7.04
113,1,equal,1.04
113,1,stable,2.58
113,2,equal,1.06
113,2,stable,2.5
113,3,equal,1.04
113,3,stable,2.28
113,4,equal,1.03
113,4,stable,2.93
113,5,equal,1.01
113,5,stable,2.99
113,6,equal,1.06
113,6,stable,2.08
113,7,equal,1.05
113,7,stable,2.64
113,8,equal,1.05
113,8,stable,2.75
113,9,equal,1.01
113,9,stable,3.02
113,10,equal,1.05
113,10,stable,2.7
113,11,equal,1.06
113,11,stable,2.56
113,12,equal,1.04
113,12,stable,2.68
113,13,equal,1.02
113,13,stable,2.4
113,14,equal,1.03
113,14,stable,2.68
113,15,equal,1.03
113,15,stable,2.93
113,16,equal,1.05
113,16,stable,2.79
113,17,equal,1.05
113,17,stable,2.84
113,18,equal,1.05
113,18,stable,2.48
113,19,equal,1.06
113,19,stable,2.38
113,20,equal,1.03
113,20,stable,2.72
114,1,equal,1
114,1,stable,2.08
114,2,equal,1.01
114,2,stable,2.32
114,3,equal,1.01
114,3,stable,2.27
114,4,equal,1.01
114,4,stable,1.99
114,5,equal,1
114,5,stable,1.92
114,6,equal,1.03
114,6,stable,2.28
114,7,equal,1.01
114,7,stable,1.95
114,8,equal,1
114,8,stable,2.03
114,9,equal,1
114,9,stable,1.89
114,10,equal,1.02
114,10,stable,2.35
114,11,equal,1.02
114,11,stable,1.96
114,12,equal,1
114,12,stable,2.26
114,13,equal,1.02
114,13,stable,2.02
114,14,equal,1.01
114,14,stable,2.23
114,15,equal,1
114,15,stable,2.1
114,16,equal,1.01
114,16,stable,2.1
114,17,equal,1.02
114,17,stable,2
114,18,equal,1.01
114,18,stable,2.11
114,19,equal,1.01
114,19,stable,2.13
114,20,equal,1
114,20,stable,1.94
115,1,equal,1.02
115,1,stable,2.4
115,2,equal,1.02
115,2,stable,2.72
115,3,equal,1.02
115,3,stable,2.86
115,4,equal,1.03
115,4,stable,2.95
115,5,equal,1.01
115,5,stable,2.69
115,6,equal,1.01
115,6,stable,2.57
115,7,equal,1
115,7,stable,2.53
115,8,equal,1
115,8,stable,2.79
115,9,equal,1.01
115,9,stable,2.81
115,10,equal,1
115,10,stable,2.91
115,11,equal,1.03
115,11,stable,2.84
115,12,equal,1
115,12,stable,2.73
115,13,equal,1
115,13,stable,2.64
115,14,equal,1.01
115,14,stable,2.6
115,15,equal,1.01
115,15,stable,2.99
115,16,equal,1
115,16,stable,2.78
115,17,equal,1.01
115,17,stable,2.51
115,18,equal,1.03
115,18,stable,2.43
115,19,equal,1
115,19,stable,2.46
115,20,equal,1
115,20,stable,2.58
116,1,equal,1.2
116,1,stable,3.35
116,2,equal,1.17
116,2,stable,2.79
116,3,equal,1.15
116,3,stable,3.15
116,4,equal,1.25
116,4,stable,2.65
116,5,equal,1.13
116,5,stable,3.03
116,6,equal,1.12
116,6,stable,2.88
116,7,equal,1.19
116,7,stable,2.72
116,8,equal,1.28
116,8,stable,2.45
116,9,equal,1.22
116,9,stable,2.64
116,10,equal,1.21
116,10,stable,2.9
116,11,equal,1.21
116,11,stable,2.91
116,12,equal,1.18
116,12,stable,3.07
116,13,equal,1.19
116,13,stable,2.27
116,14,equal,1.27
116,14,stable,3.26
116,15,equal,1.12
116,15,stable,2.93
116,16,equal,1.24
116,16,stable,3.01
116,17,equal,1.19
116,17,stable,3.39
116,18,equal,1.18
116,18,stable,2.56
116,19,equal,1.12
116,19,stable,3.14
116,20,equal,1.14
116,20,stable,3.05
117,1,equal,1.19
117,1,stable,3.13
117,2,equal,1.14
117,2,stable,2.31
117,3,equal,1.15
117,3,stable,2.83
117,4,equal,1.08
117,4,stable,3.16
117,5,equal,1.12
117,5,stable,3.34
117,6,equal,1.1
117,6,stable,2.67
117,7,equal,1.08
117,7,stable,3.05
117,8,equal,1.09
117,8,stable,3.59
117,9,equal,1.14
117,9,stable,2.76
117,10,equal,1.13
117,10,stable,3.04
117,11,equal,1.15
117,11,stable,3.43
117,12,equal,1.14
117,12,stable,2.97
117,13,equal,1.11
117,13,stable,3.06
117,14,equal,1.15
117,14,stable,3.1
117,15,equal,1.1
117,15,stable,2.44
117,16,equal,1.07
117,16,stable,2.96
117,17,equal,1.1
117,17,stable,2.75
117,18,equal,1.11
117,18,stable,3.1
117,19,equal,1.16
117,19,stable,2.76
117,20,equal,1.09
117,20,stable,2.88
118,1,equal,1.05
118,1,stable,2.22
118,2,equal,1.04
118,2,stable,2.33
118,3,equal,1.06
118,3,stable,2.34
118,4,equal,1.11
118,4,stable,2.82
118,5,equal,1.04
118,5,stable,2.54
118,6,equal,1.07
118,6,stable,2.63
118,7,equal,1.07
118,7,stable,2.57
118,8,equal,1.06
118,8,stable,2.71
118,9,equal,1.11
118,9,stable,3.2
118,10,equal,1.05
118,10,stable,2.44
118,11,equal,1.06
118,11,stable,2.4
118,12,equal,1.05
118,12,stable,2.96
118,13,equal,1.06
118,13,stable,2.78
118,14,equal,1.04
118,14,stable,2.87
118,15,equal,1.07
118,15,stable,2.84
118,16,equal,1.04
118,16,stable,2.67
118,17,equal,1.09
118,17,stable,3.07
118,18,equal,1.08
118,18,stable,3.04
118,19,equal,1.01
118,19,stable,2.46
118,20,equal,1.08
118,20,stable,2.87
119,1,equal,0
119,1,stable,0
119,2,equal,0
119,2,stable,0
119,3,equal,0
119,3,stable,0
119,4,equal,0
119,4,stable,0
119,5,equal,0
119,5,stable,0
119,6,equal,0
119,6,stable,0
119,7,equal,0
119,7,stable,0
119,8,equal,0
119,8,stable,0
119,9,equal,0
119,9,stable,0
119,10,equal,0
119,10,stable,0
119,11,equal,0
119,11,stable,0
119,12,equal,0
119,12,stable,0
119,13,equal,0
119,13,stable,0
119,14,equal,0
119,14,stable,0
119,15,equal,0
119,15,stable,0
119,16,equal,0
119,16,stable,0
119,17,equal,0
119,17,stable,0
119,18,equal,0
119,18,stable,0
119,19,equal,0
119,19,stable,0
119,20,equal,0
119,20,stable,0
120,1,equal,1.42
120,1,stable,3.82
120,2,equal,1.33
120,2,stable,3.36
120,3,equal,1.5
120,3,stable,3.49
120,4,equal,1.55
120,4,stable,3.69
120,5,equal,1.26
120,5,stable,3.66
120,6,equal,1.34
120,6,stable,3.7
120,7,equal,1.47
120,7,stable,4.26
120,8,equal,1.37
120,8,stable,3.9
120,9,equal,1.32
120,9,stable,3.78
120,10,equal,1.39
120,10,stable,3.81
120,11,equal,1.4
120,11,stable,2.68
120,12,equal,1.34
120,12,stable,3.46
120,13,equal,1.37
120,13,stable,3.33
120,14,equal,1.39
120,14,stable,3.31
120,15,equal,1.36
120,15,stable,4.21
120,16,equal,1.38
120,16,stable,3.77
120,17,equal,1.41
120,17,stable,3.29
120,18,equal,1.38
120,18,stable,3.18
120,19,equal,1.38
120,19,stable,3.55
120,20,equal,1.42
120,20,stable,3.48
121,1,equal,1
121,1,stable,1.7
121,2,equal,0.99
121,2,stable,2.04
121,3,equal,1
121,3,stable,1.72
121,4,equal,0.95
121,4,stable,1.58
121,5,equal,0.99
121,5,stable,1.72
121,6,equal,0.99
121,6,stable,1.72
121,7,equal,0.98
121,7,stable,1.67
121,8,equal,0.98
121,8,stable,1.96
121,9,equal,1.01
121,9,stable,1.82
121,10,equal,1
121,10,stable,1.92
121,11,equal,0.98
121,11,stable,1.89
121,12,equal,1
121,12,stable,1.93
121,13,equal,0.99
121,13,stable,1.61
121,14,equal,0.99
121,14,stable,1.66
121,15,equal,0.99
121,15,stable,2.02
121,16,equal,0.99
121,16,stable,1.8
121,17,equal,1
121,17,stable,1.87
121,18,equal,0.98
121,18,stable,1.69
121,19,equal,0.99
121,19,stable,1.77
121,20,equal,0.97
121,20,stable,1.5
122,1,equal,1.09
122,1,stable,2.66
122,2,equal,1.11
122,2,stable,3.66
122,3,equal,1.09
122,3,stable,3.69
122,4,equal,1.07
122,4,stable,3.2
122,5,equal,1.15
122,5,stable,3.42
122,6,equal,1.1
122,6,stable,3.17
122,7,equal,1.09
122,7,stable,2.85
122,8,equal,1.08
122,8,stable,2.75
122,9,equal,1.12
122,9,stable,3.31
122,10,equal,1.12
122,10,stable,3.04
122,11,equal,1.1
122,11,stable,3.04
122,12,equal,1.09
122,12,stable,3.76
122,13,equal,1.13
122,13,stable,3.01
122,14,equal,1.17
122,14,stable,3.67
122,15,equal,1.08
122,15,stable,2.91
122,16,equal,1.11
122,16,stable,3.53
122,17,equal,1.13
122,17,stable,3.23
122,18,equal,1.09
122,18,stable,3.44
122,19,equal,1.07
122,19,stable,2.89
122,20,equal,1.09
122,20,stable,3.04
123,1,equal,1.05
123,1,stable,2.52
123,2,equal,1.02
123,2,stable,2.31
123,3,equal,1.06
123,3,stable,2.73
123,4,equal,1.02
123,4,stable,2.21
123,5,equal,1.05
123,5,stable,2.29
123,6,equal,1.09
123,6,stable,2.33
123,7,equal,1.03
123,7,stable,2.84
123,8,equal,1.04
123,8,stable,2.2
123,9,equal,1.05
123,9,stable,2.44
123,10,equal,1.02
123,10,stable,2.36
123,11,equal,1.03
123,11,stable,2.81
123,12,equal,1.06
123,12,stable,2.37
123,13,equal,1.02
123,13,stable,2.47
123,14,equal,1.03
123,14,stable,2.48
123,15,equal,1.04
123,15,stable,2.69
123,16,equal,1.03
123,16,stable,3.08
123,17,equal,1.01
123,17,stable,2.54
123,18,equal,1.04
123,18,stable,2.16
123,19,equal,1.04
123,19,stable,2.35
123,20,equal,1.07
123,20,stable,2.43
124,1,equal,0.24
124,1,stable,0.25
124,2,equal,0.19
124,2,stable,0.36
124,3,equal,0.26
124,3,stable,0.16
124,4,equal,0.32
124,4,stable,0.32
124,5,equal,0.12
124,5,stable,0.14
124,6,equal,0.34
124,6,stable,0.31
124,7,equal,0.2
124,7,stable,0.27
124,8,equal,0.16
124,8,stable,0.24
124,9,equal,0.27
124,9,stable,0.38
124,10,equal,0.41
124,10,stable,0.3
124,11,equal,0.25
124,11,stable,0.17
124,12,equal,0.35
124,12,stable,0.32
124,13,equal,0.19
124,13,stable,0.12
124,14,equal,0.19
124,14,stable,0.2
124,15,equal,0.26
124,15,stable,0.23
124,16,equal,0.06
124,16,stable,0.37
124,17,equal,0.15
124,17,stable,0.26
124,18,equal,0.11
124,18,stable,0.17
124,19,equal,0.16
124,19,stable,0.13
124,20,equal,0.15
124,20,stable,0.31
125,1,equal,0.87
125,1,stable,1.26
125,2,equal,0.85
125,2,stable,1.16
125,3,equal,0.88
125,3,stable,0.96
125,4,equal,1.01
125,4,stable,1.21
125,5,equal,0.91
125,5,stable,1.06
125,6,equal,0.77
125,6,stable,1
125,7,equal,0.83
125,7,stable,1.03
125,8,equal,1.02
125,8,stable,1.03
125,9,equal,1.01
125,9,stable,1.14
125,10,equal,0.88
125,10,stable,1.06
125,11,equal,0.97
125,11,stable,0.88
125,12,equal,0.86
125,12,stable,1.04
125,13,equal,0.9
125,13,stable,1.28
125,14,equal,0.92
125,14,stable,1.59
125,15,equal,0.94
125,15,stable,0.98
125,16,equal,0.87
125,16,stable,0.97
125,17,equal,0.97
125,17,stable,1.05
125,18,equal,0.72
125,18,stable,0.93
125,19,equal,0.75
125,19,stable,0.72
125,20,equal,0.96
125,20,stable,0.91
126,1,equal,1.14
126,1,stable,2.52
126,2,equal,1.11
126,2,stable,2.71
126,3,equal,1.14
126,3,stable,2.95
126,4,equal,1.12
126,4,stable,2.51
126,5,equal,1.17
126,5,stable,2.97
126,6,equal,1.11
126,6,stable,2.62
126,7,equal,1.11
126,7,stable,2.01
126,8,equal,1.12
126,8,stable,2.32
126,9,equal,1.17
126,9,stable,2.16
126,10,equal,1.13
126,10,stable,2.53
126,11,equal,1.23
126,11,stable,2.56
126,12,equal,1.16
126,12,stable,2.18
126,13,equal,1.12
126,13,stable,2.22
126,14,equal,1.14
126,14,stable,2.77
126,15,equal,1.13
126,15,stable,2.39
126,16,equal,1.18
126,16,stable,2.32
126,17,equal,1.13
126,17,stable,2.58
126,18,equal,1.19
126,18,stable,1.93
126,19,equal,1.15
126,19,stable,2.92
126,20,equal,1.13
126,20,stable,2.43
127,1,equal,1.92
127,1,stable,3.98
127,2,equal,1.9
127,2,stable,6.61
127,3,equal,1.92
127,3,stable,5.82
127,4,equal,1
127,4,stable,5.49
127,5,equal,1
127,5,stable,4
127,6,equal,2.41
127,6,stable,5.26
127,7,equal,1
127,7,stable,5.91
127,8,equal,1
127,8,stable,3.74
127,9,equal,1.99
127,9,stable,6.78
127,10,equal,1.58
127,10,stable,5.87
127,11,equal,1
127,11,stable,5.83
127,12,equal,1.85
127,12,stable,6.91
127,13,equal,2.77
127,13,stable,7.21
127,14,equal,2
127,14,stable,6.35
127,15,equal,1
127,15,stable,6.5
127,16,equal,1.77
127,16,stable,4.96
127,17,equal,1
127,17,stable,4.94
127,18,equal,1.9
127,18,stable,4.93
127,19,equal,1
127,19,stable,3.84
127,20,equal,1
127,20,stable,6.46
128,1,equal,1
128,1,stable,2.32
128,2,equal,1.04
128,2,stable,2.64
128,3,equal,1.01
128,3,stable,2.76
128,4,equal,1
128,4,stable,2.69
128,5,equal,1.02
128,5,stable,2.98
128,6,equal,1.04
128,6,stable,2.44
128,7,equal,1.02
128,7,stable,2.48
128,8,equal,1.01
128,8,stable,2.5
128,9,equal,1
128,9,stable,2.45
128,10,equal,1.01
128,10,stable,2.3
128,11,equal,1
128,11,stable,3
128,12,equal,1.01
128,12,stable,2.64
128,13,equal,1.02
128,13,stable,2.59
128,14,equal,1.02
128,14,stable,2.34
128,15,equal,1.03
128,15,stable,2.76
128,16,equal,1.01
128,16,stable,2.84
128,17,equal,1.03
128,17,stable,2.83
128,18,equal,1.03
128,18,stable,2.82
128,19,equal,1.02
128,19,stable,2.66
128,20,equal,1
128,20,stable,2.98
129,1,equal,4.36
129,1,stable,6.81
129,2,equal,2.76
129,2,stable,8.5
129,3,equal,3.12
129,3,stable,5.4
129,4,equal,1.92
129,4,stable,5
129,5,equal,1
129,5,stable,5.33
129,6,equal,2.82
129,6,stable,6.41
129,7,equal,1.98
129,7,stable,6.89
129,8,equal,1
129,8,stable,5.7
129,9,equal,2
129,9,stable,6.87
129,10,equal,2.78
129,10,stable,5.7
129,11,equal,1.34
129,11,stable,4.91
129,12,equal,2.9
129,12,stable,7.72
129,13,equal,3.05
129,13,stable,6.52
129,14,equal,2.94
129,14,stable,9.16
129,15,equal,2.64
129,15,stable,5.3
129,16,equal,3.22
129,16,stable,7.46
129,17,equal,2.89
129,17,stable,7.7
129,18,equal,2.7
129,18,stable,4.57
129,19,equal,2
129,19,stable,5.6
129,20,equal,1.89
129,20,stable,5.7
130,1,equal,0.07
130,1,stable,0
130,2,equal,0.02
130,2,stable,0.06
130,3,equal,0.04
130,3,stable,0.06
130,4,equal,0.05
130,4,stable,0.05
130,5,equal,0.06
130,5,stable,0.04
130,6,equal,0.09
130,6,stable,0.04
130,7,equal,0.01
130,7,stable,0.02
130,8,equal,0.05
130,8,stable,0.06
130,9,equal,0.06
130,9,stable,0.06
130,10,equal,0.07
130,10,stable,0.07
130,11,equal,0.06
130,11,stable,0
130,12,equal,0.09
130,12,stable,0.17
130,13,equal,0.06
130,13,stable,0.06
130,14,equal,0.06
130,14,stable,0.02
130,15,equal,0.02
130,15,stable,0.06
130,16,equal,0.09
130,16,stable,0.02
130,17,equal,0.07
130,17,stable,0.09
130,18,equal,0
130,18,stable,0.04
130,19,equal,0.03
130,19,stable,0.04
130,20,equal,0.09
130,20,stable,0.09
131,1,equal,2
131,1,stable,8.79
131,2,equal,2
131,2,stable,7.92
131,3,equal,1.24
131,3,stable,9.97
131,4,equal,2
131,4,stable,7.95
131,5,equal,1
131,5,stable,6
131,6,equal,1
131,6,stable,4.96
131,7,equal,1
131,7,stable,6
131,8,equal,1
131,8,stable,5.86
131,9,equal,1
131,9,stable,5
131,10,equal,1
131,10,stable,6
131,11,equal,1
131,11,stable,5
131,12,equal,1.34
131,12,stable,7
131,13,equal,2
131,13,stable,9.38
131,14,equal,2
131,14,stable,6.55
131,15,equal,1
131,15,stable,6.85
131,16,equal,2
131,16,stable,5
131,17,equal,2
131,17,stable,6
131,18,equal,1
131,18,stable,6
131,19,equal,1
131,19,stable,5.98
131,20,equal,1
131,20,stable,6.9
132,1,equal,1.1
132,1,stable,3.23
132,2,equal,1.11
132,2,stable,3.28
132,3,equal,1.16
132,3,stable,3.17
132,4,equal,1.15
132,4,stable,2.94
132,5,equal,1.15
132,5,stable,3.21
132,6,equal,1.14
132,6,stable,2.65
132,7,equal,1.29
132,7,stable,3
132,8,equal,1.21
132,8,stable,3.07
132,9,equal,1.18
132,9,stable,3.1
132,10,equal,1.14
132,10,stable,3.09
132,11,equal,1.15
132,11,stable,3.91
132,12,equal,1.12
132,12,stable,2.79
132,13,equal,1.15
132,13,stable,2.46
132,14,equal,1.18
132,14,stable,3.5
132,15,equal,1.14
132,15,stable,3.02
132,16,equal,1.13
132,16,stable,3.05
132,17,equal,1.13
132,17,stable,3.07
132,18,equal,1.1
132,18,stable,3.04
132,19,equal,1.23
132,19,stable,3.35
132,20,equal,1.11
132,20,stable,2.22
133,1,equal,0
133,1,stable,0
133,2,equal,0
133,2,stable,0
133,3,equal,0
133,3,stable,0
133,4,equal,0
133,4,stable,0
133,5,equal,0
133,5,stable,0
133,6,equal,0
133,6,stable,0
133,7,equal,0
133,7,stable,0
133,8,equal,0
133,8,stable,0
133,9,equal,0
133,9,stable,0
133,10,equal,0
133,10,stable,0
133,11,equal,0
133,11,stable,0
133,12,equal,0
133,12,stable,0
133,13,equal,0
133,13,stable,0
133,14,equal,0
133,14,stable,0
133,15,equal,0
133,15,stable,0
133,16,equal,0
133,16,stable,0
133,17,equal,0
133,17,stable,0
133,18,equal,0
133,18,stable,0
133,19,equal,0
133,19,stable,0
133,20,equal,0
