rep,envscenario,comp,mean_alpha
34,2,stable,3.8
34,3,equal,1.23
34,3,stable,3.11
34,4,equal,1.23
34,4,stable,3.74
34,5,equal,1.22
34,5,stable,2.87
34,6,equal,1.2
34,6,stable,3
34,7,equal,1.27
34,7,stable,3.14
34,8,equal,1.29
34,8,stable,3.46
34,9,equal,1.3
34,9,stable,2.93
34,10,equal,1.23
34,10,stable,2.66
34,11,equal,1.36
34,11,stable,3.7
34,12,equal,1.4
34,12,stable,3.4
34,13,equal,1.26
34,13,stable,3.16
34,14,equal,1.27
34,14,stable,3.23
34,15,equal,1.28
34,15,stable,3.01
34,16,equal,1.27
34,16,stable,3.26
34,17,equal,1.28
34,17,stable,3.05
34,18,equal,1.12
34,18,stable,2.89
34,19,equal,1.28
34,19,stable,3.24
34,20,equal,1.26
34,20,stable,4.1
35,1,equal,0
35,1,stable,0
35,2,equal,0
35,2,stable,0
35,3,equal,0
35,3,stable,0
35,4,equal,0
35,4,stable,0
35,5,equal,0
35,5,stable,0
35,6,equal,0
35,6,stable,0
35,7,equal,0
35,7,stable,0
35,8,equal,0
35,8,stable,0
35,9,equal,0
35,9,stable,0
35,10,equal,0
35,10,stable,0
35,11,equal,0
35,11,stable,0
35,12,equal,0
35,12,stable,0
35,13,equal,0
35,13,stable,0
35,14,equal,0
35,14,stable,0
35,15,equal,0
35,15,stable,0
35,16,equal,0
35,16,stable,0
35,17,equal,0
35,17,stable,0
35,18,equal,0
35,18,stable,0
35,19,equal,0
35,19,stable,0
35,20,equal,0
35,20,stable,0
36,1,equal,1.03
36,1,stable,3.42
36,2,equal,1.04
36,2,stable,2.91
36,3,equal,1.03
36,3,stable,3.26
36,4,equal,1
36,4,stable,3.55
36,5,equal,1.03
36,5,stable,3.22
36,6,equal,1.01
36,6,stable,2.83
36,7,equal,1.02
36,7,stable,2.76
36,8,equal,1.01
36,8,stable,3.39
36,9,equal,1.03
36,9,stable,3.53
36,10,equal,1.01
36,10,stable,3.6
36,11,equal,1.02
36,11,stable,3.54
36,12,equal,1.02
36,12,stable,3.47
36,13,equal,1.01
36,13,stable,3.38
36,14,equal,1.01
36,14,stable,2.79
36,15,equal,1.03
36,15,stable,2.61
36,16,equal,1
36,16,stable,2.96
36,17,equal,1.02
36,17,stable,2.92
36,18,equal,1.03
36,18,stable,3.08
36,19,equal,1.01
36,19,stable,3.58
36,20,equal,1.01
36,20,stable,2.8
37,1,equal,0
37,1,stable,0
37,2,equal,0
37,2,stable,0
37,3,equal,0
37,3,stable,0
37,4,equal,0
37,4,stable,0
37,5,equal,0
37,5,stable,0
37,6,equal,0
37,6,stable,0
37,7,equal,0
37,7,stable,0
37,8,equal,0
37,8,stable,0
37,9,equal,0
37,9,stable,0
37,10,equal,0
37,10,stable,0
37,11,equal,0
37,11,stable,0
37,12,equal,0
37,12,stable,0
37,13,equal,0
37,13,stable,0
37,14,equal,0
37,14,stable,0
37,15,equal,0
37,15,stable,0
37,16,equal,0
37,16,stable,0
37,17,equal,0
37,17,stable,0
37,18,equal,0
37,18,stable,0
37,19,equal,0
37,19,stable,0
37,20,equal,0
37,20,stable,0
38,1,equal,1.97
38,1,stable,4.96
38,2,equal,1.89
38,2,stable,4.32
38,3,equal,2.18
38,3,stable,3.28
38,4,equal,2.09
38,4,stable,4.25
38,5,equal,1.64
38,5,stable,4.04
38,6,equal,1.56
38,6,stable,4.8
38,7,equal,1.76
38,7,stable,2.98
38,8,equal,1.84
38,8,stable,4.09
38,9,equal,1.59
38,9,stable,5.68
38,10,equal,1.76
38,10,stable,4.78
38,11,equal,1.95
38,11,stable,3.96
38,12,equal,1.99
38,12,stable,4.57
38,13,equal,1.97
38,13,stable,5.05
38,14,equal,1.9
38,14,stable,3.87
38,15,equal,1.97
38,15,stable,5.85
38,16,equal,1.77
38,16,stable,5.16
38,17,equal,1.87
38,17,stable,4.99
38,18,equal,1.82
38,18,stable,2.95
38,19,equal,1.37
38,19,stable,4.66
38,20,equal,1.94
38,20,stable,5.01
39,1,equal,1.93
39,1,stable,7.66
39,2,equal,2.19
39,2,stable,7.66
39,3,equal,1.94
39,3,stable,7.75
39,4,equal,1.29
39,4,stable,6.99
39,5,equal,1
39,5,stable,5.72
39,6,equal,1
39,6,stable,4.78
39,7,equal,2
39,7,stable,4.94
39,8,equal,2
39,8,stable,6.96
39,9,equal,2.98
39,9,stable,5.58
39,10,equal,1
39,10,stable,5.97
39,11,equal,1
39,11,stable,4.84
39,12,equal,2
39,12,stable,5.78
39,13,equal,3.87
39,13,stable,7.3
39,14,equal,1.96
39,14,stable,7.37
39,15,equal,1.85
39,15,stable,4.63
39,16,equal,2.83
39,16,stable,5.97
39,17,equal,3
39,17,stable,9.49
39,18,equal,1
39,18,stable,6.29
39,19,equal,1
39,19,stable,8.66
39,20,equal,1
39,20,stable,4.98
40,1,equal,1.09
40,1,stable,2.09
40,2,equal,1.02
40,2,stable,2.5
40,3,equal,1.04
40,3,stable,2.9
40,4,equal,1.03
40,4,stable,2.81
40,5,equal,1.04
40,5,stable,2.36
40,6,equal,1.02
40,6,stable,2.53
40,7,equal,1.03
40,7,stable,2.67
40,8,equal,1.05
40,8,stable,2.1
40,9,equal,1.02
40,9,stable,2.48
40,10,equal,1.05
40,10,stable,2.37
40,11,equal,1.04
40,11,stable,3.23
40,12,equal,1.05
40,12,stable,2.91
40,13,equal,1.05
40,13,stable,2.44
40,14,equal,1.02
40,14,stable,2.75
40,15,equal,1.03
40,15,stable,2.62
40,16,equal,1.05
40,16,stable,2.52
40,17,equal,1.05
40,17,stable,2.41
40,18,equal,1.04
40,18,stable,2.94
40,19,equal,1.03
40,19,stable,2.46
40,20,equal,1.04
40,20,stable,2.56
41,1,equal,1
41,1,stable,1.93
41,2,equal,1
41,2,stable,2.14
41,3,equal,1
41,3,stable,2.06
41,4,equal,1.01
41,4,stable,2.13
41,5,equal,1.01
41,5,stable,2.03
41,6,equal,1.01
41,6,stable,2.12
41,7,equal,1
41,7,stable,2.17
41,8,equal,0.98
41,8,stable,1.97
41,9,equal,1.01
41,9,stable,1.92
41,10,equal,1.01
41,10,stable,2.24
41,11,equal,1
41,11,stable,2.02
41,12,equal,1
41,12,stable,1.95
41,13,equal,1
41,13,stable,2.08
41,14,equal,1
41,14,stable,2.08
41,15,equal,1.03
41,15,stable,1.96
41,16,equal,1.02
41,16,stable,2.04
41,17,equal,1
41,17,stable,2.09
41,18,equal,1
41,18,stable,1.81
41,19,equal,0.98
41,19,stable,1.89
41,20,equal,1
41,20,stable,1.98
42,1,equal,2.02
42,1,stable,4
42,2,equal,2.07
42,2,stable,3.1
42,3,equal,2
42,3,stable,3.98
42,4,equal,1.65
42,4,stable,3.73
42,5,equal,1
42,5,stable,3.83
42,6,equal,1.57
42,6,stable,2.82
42,7,equal,1.82
42,7,stable,3.81
42,8,equal,1.52
42,8,stable,5.41
42,9,equal,1.99
42,9,stable,4.31
42,10,equal,1.65
42,10,stable,3.84
42,11,equal,1.51
42,11,stable,3
42,12,equal,1.83
42,12,stable,3.62
42,13,equal,2.34
42,13,stable,5.48
42,14,equal,1.3
42,14,stable,3.93
42,15,equal,1.97
42,15,stable,4.58
42,16,equal,1.45
42,16,stable,3.79
42,17,equal,1.9
42,17,stable,4.03
42,18,equal,1.73
42,18,stable,3.72
42,19,equal,1.74
42,19,stable,2
42,20,equal,1.66
42,20,stable,3.91
43,1,equal,1.53
43,1,stable,3.49
43,2,equal,1.69
43,2,stable,3.84
43,3,equal,1.8
43,3,stable,3.83
43,4,equal,1.76
43,4,stable,4.43
43,5,equal,1.58
43,5,stable,4.44
43,6,equal,1.62
43,6,stable,3.95
43,7,equal,1.56
43,7,stable,3.53
43,8,equal,1.58
43,8,stable,3.58
43,9,equal,1.7
43,9,stable,4.22
43,10,equal,1.65
43,10,stable,3.96
43,11,equal,1.8
43,11,stable,2.58
43,12,equal,1.62
43,12,stable,4.46
43,13,equal,1.87
43,13,stable,4.51
43,14,equal,1.73
43,14,stable,3.2
43,15,equal,1.56
43,15,stable,4.63
43,16,equal,1.81
43,16,stable,3.59
43,17,equal,1.75
43,17,stable,4.24
43,18,equal,1.5
43,18,stable,3.57
43,19,equal,1.68
43,19,stable,3.99
43,20,equal,1.64
43,20,stable,3.96
44,1,equal,1.01
44,1,stable,1.62
44,2,equal,1.04
44,2,stable,1.71
44,3,equal,1.03
44,3,stable,1.54
44,4,equal,1.04
44,4,stable,1.4
44,5,equal,1.04
44,5,stable,1.65
44,6,equal,1.04
44,6,stable,1.45
44,7,equal,0.99
44,7,stable,1.47
44,8,equal,1.05
44,8,stable,1.67
44,9,equal,1.07
44,9,stable,1.73
44,10,equal,1.03
44,10,stable,1.3
44,11,equal,1.04
44,11,stable,1.52
44,12,equal,1.03
44,12,stable,1.39
44,13,equal,1.04
44,13,stable,1.6
44,14,equal,1.04
44,14,stable,1.7
44,15,equal,1.06
44,15,stable,1.77
44,16,equal,1.03
44,16,stable,1.85
44,17,equal,1.04
44,17,stable,1.89
44,18,equal,1.01
44,18,stable,1.21
44,19,equal,0.96
44,19,stable,1.25
44,20,equal,1.02
44,20,stable,1.3
45,1,equal,1.54
45,1,stable,4.83
45,2,equal,3.04
45,2,stable,5.28
45,3,equal,1.03
45,3,stable,4.75
45,4,equal,1
45,4,stable,5.09
45,5,equal,1.44
45,5,stable,3.98
45,6,equal,1.89
45,6,stable,4.91
45,7,equal,2.37
45,7,stable,4.36
45,8,equal,1.21
45,8,stable,4.82
45,9,equal,2.47
45,9,stable,4.13
45,10,equal,1.26
45,10,stable,5.08
45,11,equal,1.06
45,11,stable,3.8
45,12,equal,1.12
45,12,stable,5.69
45,13,equal,1.77
45,13,stable,5.25
45,14,equal,2.03
45,14,stable,3.92
45,15,equal,1.81
45,15,stable,5.53
45,16,equal,1.57
45,16,stable,5.26
45,17,equal,1.83
45,17,stable,4.59
45,18,equal,1.33
45,18,stable,4.48
45,19,equal,1
45,19,stable,3.75
45,20,equal,1
45,20,stable,3.99
46,1,equal,1.02
46,1,stable,2.87
46,2,equal,1.04
46,2,stable,2.91
46,3,equal,1.01
46,3,stable,2.99
46,4,equal,1.02
46,4,stable,3.18
46,5,equal,1.02
46,5,stable,3.19
46,6,equal,1.03
46,6,stable,3.13
46,7,equal,1.02
46,7,stable,3.44
46,8,equal,1.04
46,8,stable,2.95
46,9,equal,1.03
46,9,stable,2.99
46,10,equal,1.02
46,10,stable,3.54
46,11,equal,1.01
46,11,stable,2.72
46,12,equal,1.04
46,12,stable,3.15
46,13,equal,1.04
46,13,stable,2.95
46,14,equal,1.02
46,14,stable,2.83
46,15,equal,1
46,15,stable,3.32
46,16,equal,1.03
46,16,stable,3.27
46,17,equal,1.04
46,17,stable,3.06
46,18,equal,1.02
46,18,stable,2.74
46,19,equal,1.04
46,19,stable,3.27
46,20,equal,1.03
46,20,stable,2.53
47,1,equal,1.01
47,1,stable,2.29
47,2,equal,1.02
47,2,stable,2.34
47,3,equal,1.03
47,3,stable,2.44
47,4,equal,1
47,4,stable,2.56
47,5,equal,1.02
47,5,stable,3.01
47,6,equal,1.02
47,6,stable,2.12
47,7,equal,1.02
47,7,stable,2.46
47,8,equal,1.01
47,8,stable,2.55
47,9,equal,1.02
47,9,stable,2.52
47,10,equal,1.05
47,10,stable,2.33
47,11,equal,1.02
47,11,stable,2.78
47,12,equal,1
47,12,stable,2.48
47,13,equal,1.02
47,13,stable,2.33
47,14,equal,1.04
47,14,stable,2.5
47,15,equal,1.05
47,15,stable,2.34
47,16,equal,1.03
47,16,stable,2.57
47,17,equal,1.04
47,17,stable,2.39
47,18,equal,1.01
47,18,stable,2.65
47,19,equal,1
47,19,stable,2.2
47,20,equal,1.01
47,20,stable,2.45
48,1,equal,0
48,1,stable,0
48,2,equal,0
48,2,stable,0
48,3,equal,0
48,3,stable,0
48,4,equal,0
48,4,stable,0
48,5,equal,0
48,5,stable,0
48,6,equal,0
48,6,stable,0
48,7,equal,0
48,7,stable,0
48,8,equal,0
48,8,stable,0
48,9,equal,0
48,9,stable,0
48,10,equal,0
48,10,stable,0
48,11,equal,0
48,11,stable,0
48,12,equal,0
48,12,stable,0
48,13,equal,0
48,13,stable,0
48,14,equal,0
48,14,stable,0
48,15,equal,0
48,15,stable,0
48,16,equal,0
48,16,stable,0
48,17,equal,0
48,17,stable,0
48,18,equal,0
48,18,stable,0
48,19,equal,0
48,19,stable,0
48,20,equal,0
48,20,stable,0
49,1,equal,4.09
49,1,stable,5.34
49,2,equal,5.42
49,2,stable,5
49,3,equal,4.95
49,3,stable,5.32
49,4,equal,4.43
49,4,stable,7.26
49,5,equal,2.83
49,5,stable,3.99
49,6,equal,3.26
49,6,stable,5.05
49,7,equal,4.18
49,7,stable,4.07
49,8,equal,4.39
49,8,stable,6.13
49,9,equal,4.48
49,9,stable,6.75
49,10,equal,4.67
49,10,stable,3.52
49,11,equal,1.7
49,11,stable,4.25
49,12,equal,5.03
49,12,stable,5.42
49,13,equal,5.36
49,13,stable,8.33
49,14,equal,3.48
49,14,stable,4.8
49,15,equal,4.55
49,15,stable,5.34
49,16,equal,4.9
49,16,stable,4.74
49,17,equal,4.83
49,17,stable,6.23
49,18,equal,4.2
49,18,stable,4.87
49,19,equal,3.05
49,19,stable,3.2
49,20,equal,3.95
49,20,stable,5.28
50,1,equal,0
50,1,stable,0
50,2,equal,0
50,2,stable,0
50,3,equal,0
50,3,stable,0
50,4,equal,0
50,4,stable,0
50,5,equal,0
50,5,stable,0
50,6,equal,0
50,6,stable,0
50,7,equal,0
50,7,stable,0
50,8,equal,0
50,8,stable,0
50,9,equal,0
50,9,stable,0
50,10,equal,0
50,10,stable,0
50,11,equal,0
50,11,stable,0
50,12,equal,0
50,12,stable,0
50,13,equal,0
50,13,stable,0
50,14,equal,0
50,14,stable,0
50,15,equal,0
50,15,stable,0
50,16,equal,0
50,16,stable,0
50,17,equal,0
50,17,stable,0
50,18,equal,0
50,18,stable,0
50,19,equal,0
50,19,stable,0
50,20,equal,0
50,20,stable,0
51,1,equal,1.01
51,1,stable,2.49
51,2,equal,1.02
51,2,stable,2.49
51,3,equal,1.01
51,3,stable,2.95
51,4,equal,1.02
51,4,stable,2.63
51,5,equal,1.01
51,5,stable,3.1
51,6,equal,1.03
51,6,stable,2.58
51,7,equal,1.01
51,7,stable,2.61
51,8,equal,1.03
51,8,stable,2.73
51,9,equal,1.01
51,9,stable,3.27
51,10,equal,1.01
51,10,stable,3.04
51,11,equal,1.03
51,11,stable,2.74
51,12,equal,1.03
51,12,stable,2.88
51,13,equal,1.01
51,13,stable,2.33
51,14,equal,1
51,14,stable,2.71
51,15,equal,1.03
51,15,stable,2.88
51,16,equal,1.03
51,16,stable,3.06
51,17,equal,1
51,17,stable,2.74
51,18,equal,1.03
51,18,stable,2.65
51,19,equal,1.02
51,19,stable,2.49
51,20,equal,1.03
51,20,stable,2.51
52,1,equal,1.09
52,1,stable,1.98
52,2,equal,1.07
52,2,stable,1.96
52,3,equal,1.17
52,3,stable,2.11
52,4,equal,1.06
52,4,stable,2.1
52,5,equal,1.14
52,5,stable,2.09
52,6,equal,1.05
52,6,stable,2.19
52,7,equal,1.11
52,7,stable,2.06
52,8,equal,1.06
52,8,stable,2.24
52,9,equal,1.11
52,9,stable,2.24
52,10,equal,1.1
52,10,stable,2.25
52,11,equal,1.11
52,11,stable,2.32
52,12,equal,1.07
52,12,stable,2.32
52,13,equal,1.12
52,13,stable,2.07
52,14,equal,1.08
52,14,stable,2.3
52,15,equal,1.06
52,15,stable,2.26
52,16,equal,1.08
52,16,stable,2.21
52,17,equal,1.09
52,17,stable,2.78
52,18,equal,1.08
52,18,stable,1.72
52,19,equal,1.07
52,19,stable,2.47
52,20,equal,1.07
52,20,stable,2.03
53,1,equal,1.02
53,1,stable,3.17
53,2,equal,1.03
53,2,stable,2.29
53,3,equal,1.04
53,3,stable,1.89
53,4,equal,1.04
53,4,stable,1.96
53,5,equal,1.04
53,5,stable,1.82
53,6,equal,1
53,6,stable,2.45
53,7,equal,1.05
53,7,stable,2.03
53,8,equal,1.01
53,8,stable,2.41
53,9,equal,1.04
53,9,stable,1.81
53,10,equal,1.01
53,10,stable,2.29
53,11,equal,1.03
53,11,stable,2.08
53,12,equal,1.06
53,12,stable,2.28
53,13,equal,1.02
53,13,stable,1.78
53,14,equal,1.01
53,14,stable,2.05
53,15,equal,1
53,15,stable,2.04
53,16,equal,1.01
53,16,stable,2.03
53,17,equal,1.06
53,17,stable,2.33
53,18,equal,1.03
53,18,stable,2.31
53,19,equal,1.03
53,19,stable,2
53,20,equal,1.05
53,20,stable,2.11
54,1,equal,1.48
54,1,stable,3.24
54,2,equal,1.6
54,2,stable,4.25
54,3,equal,1.66
54,3,stable,3.81
54,4,equal,1.62
54,4,stable,2.98
54,5,equal,1.32
54,5,stable,3.97
54,6,equal,1.58
54,6,stable,2.8
54,7,equal,1.71
54,7,stable,3.96
54,8,equal,1.67
54,8,stable,4
54,9,equal,1.61
54,9,stable,4.79
54,10,equal,1.74
54,10,stable,3.01
54,11,equal,1.4
54,11,stable,3.91
54,12,equal,1.63
54,12,stable,4.19
54,13,equal,1.73
54,13,stable,3.33
54,14,equal,1.63
54,14,stable,3.86
54,15,equal,1.53
54,15,stable,3.98
54,16,equal,1.64
54,16,stable,4.49
54,17,equal,1.64
54,17,stable,3.89
54,18,equal,1.2
54,18,stable,3.46
54,19,equal,1.46
54,19,stable,3.84
54,20,equal,1.45
54,20,stable,3.87
55,1,equal,1
55,1,stable,2.85
55,2,equal,1
55,2,stable,3.62
55,3,equal,1
55,3,stable,2.61
55,4,equal,1
55,4,stable,3.78
55,5,equal,1
55,5,stable,2.94
55,6,equal,1
55,6,stable,2.92
55,7,equal,1
55,7,stable,2
55,8,equal,1
55,8,stable,2.78
55,9,equal,1
55,9,stable,2.99
55,10,equal,1
55,10,stable,2
55,11,equal,1
55,11,stable,1
55,12,equal,1
55,12,stable,3.88
55,13,equal,1
55,13,stable,2.9
55,14,equal,1
55,14,stable,3.81
55,15,equal,1
55,15,stable,2
55,16,equal,1
55,16,stable,4.62
55,17,equal,1
55,17,stable,3.91
55,18,equal,1
55,18,stable,2.93
55,19,equal,1
55,19,stable,2.95
55,20,equal,1
55,20,stable,2.94
56,1,equal,1.02
56,1,stable,2.03
56,2,equal,1.04
56,2,stable,2.32
56,3,equal,1.01
56,3,stable,2.18
56,4,equal,1.02
56,4,stable,2.08
56,5,equal,1
56,5,stable,2
56,6,equal,1
56,6,stable,2.12
56,7,equal,1.05
56,7,stable,2
56,8,equal,1.01
56,8,stable,2.45
56,9,equal,1.02
56,9,stable,2.03
56,10,equal,1.03
56,10,stable,2.18
56,11,equal,1.02
56,11,stable,2.15
56,12,equal,1.03
56,12,stable,2.1
56,13,equal,1.03
56,13,stable,2.43
56,14,equal,1
56,14,stable,2.66
56,15,equal,1.01
56,15,stable,2.87
56,16,equal,1.03
56,16,stable,2.02
56,17,equal,1.03
56,17,stable,2.32
56,18,equal,1.02
56,18,stable,2.15
56,19,equal,1
56,19,stable,2.34
56,20,equal,1.04
56,20,stable,2.3
57,1,equal,3.64
57,1,stable,3
57,2,equal,3.8
57,2,stable,6
57,3,equal,2
57,3,stable,5
57,4,equal,1.76
57,4,stable,7.76
57,5,equal,1
57,5,stable,4.91
57,6,equal,2
57,6,stable,6.53
57,7,equal,1
57,7,stable,6.62
57,8,equal,1
57,8,stable,5.96
57,9,equal,3.7
57,9,stable,4.98
57,10,equal,2
57,10,stable,6.97
57,11,equal,1
57,11,stable,6.99
57,12,equal,3.73
57,12,stable,8.5
57,13,equal,3.53
57,13,stable,9.52
57,14,equal,2
57,14,stable,6.26
57,15,equal,2.18
57,15,stable,6.48
57,16,equal,2.59
57,16,stable,5.87
57,17,equal,2
57,17,stable,6.68
57,18,equal,2.48
57,18,stable,5.57
57,19,equal,1.21
57,19,stable,4.95
57,20,equal,1
57,20,stable,5.67
58,1,equal,1.04
58,1,stable,3.06
58,2,equal,1.08
58,2,stable,2.9
58,3,equal,1.1
58,3,stable,2.87
58,4,equal,1.09
58,4,stable,3.86
58,5,equal,1.1
58,5,stable,3.23
58,6,equal,1.11
58,6,stable,3.44
58,7,equal,1.09
58,7,stable,2.52
58,8,equal,1.11
58,8,stable,2.95
58,9,equal,1.11
58,9,stable,2.99
58,10,equal,1.06
58,10,stable,2.83
58,11,equal,1.09
58,11,stable,2.49
58,12,equal,1.07
58,12,stable,2.77
58,13,equal,1.08
58,13,stable,2.95
58,14,equal,1.15
58,14,stable,2.9
58,15,equal,1.11
58,15,stable,3.02
58,16,equal,1.09
58,16,stable,2.69
58,17,equal,1.07
58,17,stable,2.98
58,18,equal,1.08
58,18,stable,2.63
58,19,equal,1.04
58,19,stable,2.97
58,20,equal,1.08
58,20,stable,2.69
59,1,equal,1.19
59,1,stable,3.49
59,2,equal,1.33
59,2,stable,4.11
59,3,equal,1.2
59,3,stable,3.76
59,4,equal,1.12
59,4,stable,3.65
59,5,equal,1.17
59,5,stable,3.71
59,6,equal,1.24
59,6,stable,3.61
59,7,equal,1.21
59,7,stable,3.73
59,8,equal,1.25
59,8,stable,3.65
59,9,equal,1.2
59,9,stable,3.91
59,10,equal,1.16
59,10,stable,3.28
59,11,equal,1.22
59,11,stable,3.63
59,12,equal,1.21
59,12,stable,3.82
59,13,equal,1.22
59,13,stable,3.08
59,14,equal,1.21
59,14,stable,3.1
59,15,equal,1.23
59,15,stable,4.1
59,16,equal,1.34
59,16,stable,3.85
59,17,equal,1.16
59,17,stable,3.25
59,18,equal,1.19
59,18,stable,3.2
59,19,equal,1.16
59,19,stable,3.41
59,20,equal,1.22
59,20,stable,3.53
60,1,equal,1.09
60,1,stable,2.09
60,2,equal,1.18
60,2,stable,3
60,3,equal,1.13
60,3,stable,2.63
60,4,equal,1.09
60,4,stable,2.91
60,5,equal,1.15
60,5,stable,2.34
60,6,equal,1.1
60,6,stable,3.07
60,7,equal,1.05
60,7,stable,2.82
60,8,equal,1.06
60,8,stable,2.95
60,9,equal,1.14
60,9,stable,2.59
60,10,equal,1.12
60,10,stable,3.02
60,11,equal,1.16
60,11,stable,2.64
60,12,equal,1.07
60,12,stable,2.72
60,13,equal,1.17
60,13,stable,3.18
60,14,equal,1.13
60,14,stable,2.5
60,15,equal,1.08
60,15,stable,2.93
60,16,equal,1.13
60,16,stable,2.96
60,17,equal,1.16
60,17,stable,2.64
60,18,equal,1.11
60,18,stable,2.81
60,19,equal,1.08
60,19,stable,2.34
60,20,equal,1.17
60,20,stable,2.81
61,1,equal,2.93
61,1,stable,7.05
61,2,equal,2.04
61,2,stable,7.26
61,3,equal,2.49
61,3,stable,5.88
61,4,equal,2.49
61,4,stable,6.7
61,5,equal,1.93
61,5,stable,7.41
61,6,equal,2.4
61,6,stable,8.61
61,7,equal,1.73
61,7,stable,5.84
61,8,equal,1
61,8,stable,7.42
61,9,equal,2.7
61,9,stable,5.66
61,10,equal,1.04
61,10,stable,5.28
61,11,equal,1.74
61,11,stable,6.72
61,12,equal,2.04
61,12,stable,6.9
61,13,equal,3.1
61,13,stable,9.31
61,14,equal,2.64
61,14,stable,7.03
61,15,equal,1.73
61,15,stable,7.94
61,16,equal,2.46
61,16,stable,7.13
61,17,equal,2.92
61,17,stable,5.77
61,18,equal,1.97
61,18,stable,6.24
61,19,equal,1
61,19,stable,7.47
61,20,equal,1
61,20,stable,4.92
62,1,equal,1.78
62,1,stable,4.16
62,2,equal,1.82
62,2,stable,3.83
62,3,equal,1.86
62,3,stable,4.36
62,4,equal,2.08
62,4,stable,4.38
62,5,equal,1
62,5,stable,2.96
62,6,equal,1.68
62,6,stable,3.93
62,7,equal,1.63
62,7,stable,3.66
62,8,equal,1.71
62,8,stable,2
62,9,equal,1.98
62,9,stable,4.38
62,10,equal,2.21
62,10,stable,3.78
62,11,equal,1.89
62,11,stable,2.03
62,12,equal,1.68
62,12,stable,4.01
62,13,equal,2.07
62,13,stable,4.77
62,14,equal,1.6
62,14,stable,3.1
62,15,equal,1.68
62,15,stable,4.04
62,16,equal,1.88
62,16,stable,4.45
62,17,equal,1.97
62,17,stable,4.4
62,18,equal,1.96
62,18,stable,3.93
62,19,equal,1.06
62,19,stable,2.79
62,20,equal,1
62,20,stable,3.92
63,1,equal,2
63,1,stable,7.98
63,2,equal,1
63,2,stable,7
63,3,equal,1
63,3,stable,6.83
63,4,equal,1.16
63,4,stable,6.88
63,5,equal,1
63,5,stable,3.91
63,6,equal,1
63,6,stable,5.48
63,7,equal,1
63,7,stable,7.98
63,8,equal,1
63,8,stable,8.58
63,9,equal,1
63,9,stable,7.99
63,10,equal,1
63,10,stable,6
63,11,equal,1
63,11,stable,6
63,12,equal,1
63,12,stable,8.73
63,13,equal,1
63,13,stable,7.85
63,14,equal,1
63,14,stable,6.97
63,15,equal,1
63,15,stable,6.39
63,16,equal,2
63,16,stable,7.74
63,17,equal,1.99
63,17,stable,6
63,18,equal,2
63,18,stable,5.62
63,19,equal,1
63,19,stable,6.95
63,20,equal,1
63,20,stable,7.92
64,1,equal,1.07
64,1,stable,2.7
64,2,equal,1.08
64,2,stable,3.16
64,3,equal,1.06
64,3,stable,3.2
64,4,equal,1.02
64,4,stable,3.1
64,5,equal,1.12
64,5,stable,2.86
64,6,equal,1.05
64,6,stable,2.92
64,7,equal,1.06
64,7,stable,2.96
64,8,equal,1.06
64,8,stable,2.68
64,9,equal,1.08
64,9,stable,3.08
64,10,equal,1.05
64,10,stable,3.29
64,11,equal,1.08
64,11,stable,3.87
64,12,equal,1.05
64,12,stable,3.06
64,13,equal,1.11
64,13,stable,3.38
64,14,equal,1.06
64,14,stable,3.53
64,15,equal,1.05
64,15,stable,2.97
64,16,equal,1.12
64,16,stable,3.11
64,17,equal,1.08
64,17,stable,3.09
64,18,equal,1.08
64,18,stable,3.06
64,19,equal,1.1
64,19,stable,3.05
64,20,equal,1.02
64,20,stable,3.33
65,1,equal,2
65,1,stable,6.97
65,2,equal,1
65,2,stable,7
65,3,equal,1
65,3,stable,6
65,4,equal,1
65,4,stable,7
65,5,equal,1
65,5,stable,6
65,6,equal,1
65,6,stable,5
65,7,equal,1
65,7,stable,5.97
65,8,equal,1
65,8,stable,6
65,9,equal,2
65,9,stable,5.97
65,10,equal,1
65,10,stable,8.96
65,11,equal,1
65,11,stable,4
65,12,equal,1.99
65,12,stable,5.4
65,13,equal,3
65,13,stable,8
65,14,equal,2
65,14,stable,5
65,15,equal,2
65,15,stable,5.99
65,16,equal,1
65,16,stable,6.97
65,17,equal,2
65,17,stable,6.96
65,18,equal,2
65,18,stable,5.99
65,19,equal,1
65,19,stable,5.97
65,20,equal,1
65,20,stable,5
66,1,equal,0
66,1,stable,0
66,2,equal,0
66,2,stable,0
66,3,equal,0
66,3,stable,0
66,4,equal,0
66,4,stable,0
66,5,equal,0
66,5,stable,0
66,6,equal,0
66,6,stable,0
66,7,equal,0
66,7,stable,0
66,8,equal,0
66,8,stable,0
66,9,equal,0
66,9,stable,0
66,10,equal,0
66,10,stable,0
66,11,equal,0
66,11,stable,0
66,12,equal,0
66,12,stable,0
66,13,equal,0
66,13,stable,0
66,14,equal,0
66,14,stable,0
66,15,equal,0
66,15,stable,0
66,16,equal,0
66,16,stable,0
66,17,equal,0
66,17,stable,0
66,18,equal,0
66,18,stable,0
66,19,equal,0
66,19,stable,0
66,20,equal,0
66,20,stable,0
67,1,equal,1.45
67,1,stable,4.43
67,2,equal,2.45
67,2,stable,6.48
67,3,equal,1.67
67,3,stable,5.04
67,4,equal,2.24
67,4,stable,6.11
67,5,equal,1.71
67,5,stable,4.06
67,6,equal,1
67,6,stable,6.06
67,7,equal,1.95
67,7,stable,4.28
67,8,equal,1.92
67,8,stable,5.35
67,9,equal,2.63
